MatchId,TeamId,AllianceColor,AutoCargoLower,AutoCargoOuter,AutoCargoHeld,AutoMoves,TeleOpCargoLower,TeleOpCargoOuter,TeleOpCanSeeColor,GrabBarPosition,Won,Notes
1,5801,Blue,0,1,1,true,3,3,false,Transversal,false
